year,czone,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
1970,27002,1646,3316.626,138064.331,62015.576,0.198,0.08,0.032,0.013,0.513,0.084,0.7,209971.881,300886.452,1616.735,49612.213,47938.098,0.602,0.398,NA,NA,0.217,0.999,0,0,0.209,2.942,51.431,2447.784,0.01,0.004,0.002,0.001,0.009,0.001,0.011,0.008,0.012
1970,27003,2193,1832.924,144159.028,71350.986,0.191,0.077,0.031,0.013,0.499,0.091,0.693,253162.413,306235.798,3654.124,49842.427,56193.047,0.614,0.386,NA,NA,0.214,0.989,0.003,0,0.22,2.996,51.581,3313.778,0.015,0.006,0.002,0.001,0.012,0.002,0.014,0.011,0.014
1970,27004,1523,3106.838,136254.579,61546.858,0.204,0.082,0.033,0.014,0.509,0.068,0.72,246867.136,302747.951,-2574.707,50103.845,49172.974,0.559,0.441,NA,NA,0.265,0.94,0.003,0,0.208,3.157,49.965,2019.166,0.009,0.004,0.002,0.001,0.007,0.001,0.009,0.007,0.003
1970,27005,2193,12441.044,144159.028,71320.817,0.191,0.077,0.031,0.013,0.499,0.091,0.693,253162.413,306621.695,3607.908,49842.427,56193.047,0.614,0.386,NA,NA,0.214,0.989,0.003,0,0.22,2.996,51.581,3313.778,0.015,0.006,0.002,0.001,0.012,0.002,0.014,0.011,0.014
1970,27006,1678,6661.412,153518.11,79003.16,0.189,0.077,0.031,0.013,0.485,0.095,0.686,310667.117,312009.907,4005.66,51167.688,59059.014,0.623,0.377,NA,NA,0.239,0.993,0.002,0,0.222,3.088,51.723,3335.222,0.012,0.005,0.002,0.001,0.011,0.002,0.014,0.009,0.013
1970,27007,1678,5559.682,153518.11,79003.16,0.189,0.077,0.031,0.013,0.485,0.095,0.686,310667.117,311921.099,3998.298,51167.688,59059.014,0.623,0.377,NA,NA,0.239,0.993,0.002,0,0.222,3.088,51.723,3335.222,0.012,0.005,0.002,0.001,0.011,0.002,0.014,0.009,0.013
1970,27008,2193,6021.706,144159.028,71320.817,0.191,0.077,0.031,0.013,0.499,0.091,0.693,253162.413,306621.695,3607.908,49842.427,56193.047,0.614,0.386,NA,NA,0.214,0.989,0.003,0,0.22,2.996,51.581,3313.778,0.015,0.006,0.002,0.001,0.012,0.002,0.014,0.011,0.014
1970,27009,1523,2436.241,136254.579,61622.287,0.204,0.082,0.033,0.014,0.509,0.068,0.72,246867.136,302323.082,-2573.303,50103.845,49172.974,0.559,0.441,NA,NA,0.265,0.94,0.003,0,0.208,3.157,49.965,2019.166,0.009,0.004,0.002,0.001,0.007,0.001,0.009,0.007,0.003
1970,27010,3201,1877.359,148689.671,74457.257,0.193,0.078,0.032,0.013,0.492,0.087,0.696,294335.59,310103.181,0,50870.141,56293.987,0.605,0.395,NA,NA,0.251,0.968,0.002,0,0.215,3.121,50.887,2056.915,0.007,0.003,0.001,0,0.007,0.001,0.009,0.005,0.009
1970,27011,1523,3434.621,136254.579,61546.858,0.204,0.082,0.033,0.014,0.509,0.068,0.72,246867.136,302755.775,-2574.707,50103.845,49172.974,0.559,0.441,NA,NA,0.265,0.94,0.003,0,0.208,3.157,49.965,2019.166,0.009,0.004,0.002,0.001,0.007,0.001,0.009,0.007,0.003
1970,27012,1523,928.857,136254.579,61620.873,0.204,0.082,0.033,0.014,0.509,0.068,0.72,246867.136,302442.973,-2317.976,50103.845,49172.974,0.559,0.441,NA,NA,0.265,0.94,0.003,0,0.208,3.157,49.965,2019.166,0.009,0.004,0.002,0.001,0.007,0.001,0.009,0.007,0.003
1970,27101,3033,17643.992,158000.492,87470.953,0.175,0.071,0.029,0.012,0.464,0.108,0.652,218547.549,326988.643,6624.043,49700.796,61993.058,0.672,0.328,NA,NA,0.221,0.995,0,0,0.207,3.07,51.959,3866.108,0.015,0.006,0.002,0.001,0.013,0.003,0.016,0.012,0.016
1970,27102,1678,12999.407,153518.11,79003.16,0.189,0.077,0.031,0.013,0.485,0.095,0.686,310667.117,312009.907,3949.824,51167.688,59059.014,0.623,0.377,NA,NA,0.239,0.993,0.002,0,0.222,3.088,51.723,3335.222,0.012,0.005,0.002,0.001,0.011,0.002,0.014,0.009,0.013
1970,27201,3871,14055.7,146200.787,73076.693,0.191,0.077,0.031,0.013,0.496,0.092,0.692,266797.764,307900.3,3685.298,50131.543,56818.281,0.616,0.384,NA,NA,0.225,0.991,0.003,0,0.221,3.036,51.643,3280.185,0.014,0.005,0.002,0.001,0.011,0.002,0.014,0.01,0.013
1970,27202,2790,16463.371,152777.616,80496.461,0.187,0.076,0.031,0.012,0.481,0.098,0.679,293844.69,309191.187,4698.457,50184.272,58159.98,0.631,0.369,NA,NA,0.228,0.991,0.001,0,0.218,3.025,52.639,3268.988,0.012,0.005,0.002,0.001,0.011,0.002,0.014,0.009,0.013
1970,27301,3529,17539.899,170817.797,85090.57,0.193,0.078,0.032,0.013,0.491,0.101,0.679,252185.564,352942.002,6869.681,54087.358,63827.443,0.648,0.352,NA,NA,0.228,0.991,0.008,0,0.208,3.044,50.959,3193.424,0.01,0.004,0.002,0.001,0.01,0.002,0.012,0.007,0.012
1970,27302,3348,13867.563,171236.061,89033.627,0.181,0.073,0.03,0.012,0.474,0.102,0.666,242525.978,359205.007,5855.627,55152.011,70511.416,0.669,0.331,NA,NA,0.226,0.999,0.001,0,0.21,3.087,51.091,4785.11,0.014,0.006,0.002,0.001,0.015,0.003,0.018,0.011,0.015
1970,27401,3620,16113.244,159988.076,78267.674,0.194,0.078,0.032,0.013,0.497,0.095,0.687,245985.819,338309.703,4697.161,51743.231,58393.845,0.626,0.374,NA,NA,0.218,0.992,0.002,0,0.219,2.998,51.56,3672.351,0.013,0.005,0.002,0.001,0.012,0.002,0.014,0.01,0.014
1970,27402,1427,33146.065,170385.215,82255.385,0.194,0.079,0.032,0.013,0.494,0.097,0.682,240899.78,352942.002,6324.014,52991.753,59839.415,0.634,0.366,NA,NA,0.223,0.997,0.001,0.001,0.217,3.001,51.528,4049.44,0.013,0.005,0.002,0.001,0.012,0.002,0.015,0.01,0.015
1970,27501,5672,131290.606,167033.211,82418.207,0.191,0.078,0.031,0.013,0.496,0.093,0.686,273261.147,348780.381,4562.366,64030.119,76481.566,0.666,0.334,NA,NA,0.274,0.984,0.013,0,0.219,2.953,49.627,5127.058,0.017,0.007,0.003,0.001,0.016,0.003,0.02,0.013,0.016
1970,27502,2514,9426.532,146181.842,75566.027,0.185,0.075,0.03,0.012,0.485,0.096,0.683,280392.15,312054.363,3922.869,54493.591,60412.465,0.656,0.344,NA,NA,0.26,0.994,0.004,0,0.217,2.89,50.402,2777.899,0.011,0.005,0.002,0.001,0.01,0.002,0.012,0.009,0.012
1970,27503,1297,7702.087,142297.524,75601.969,0.197,0.08,0.032,0.013,0.482,0.104,0.673,204506.503,293752.263,5448.813,48563.044,51611.371,0.635,0.365,NA,NA,0.177,0.998,0.002,0,0.22,2.899,52.9,1490.225,0.006,0.002,0.001,0,0.005,0.001,0.007,0.005,0.005
1970,27504,3620,14088.226,161944.821,78758.282,0.194,0.078,0.032,0.013,0.497,0.095,0.686,245051.94,342174.804,5117.623,51978.203,58665.902,0.628,0.372,NA,NA,0.218,0.992,0.002,0,0.219,2.998,51.56,3735.969,0.013,0.005,0.002,0.001,0.012,0.002,0.015,0.01,0.014
1970,27601,1523,23685.544,136254.579,61546.858,0.204,0.082,0.033,0.014,0.509,0.068,0.72,246867.136,302323.082,-2574.707,50103.845,49172.974,0.559,0.441,NA,NA,0.265,0.94,0.003,0,0.208,3.157,49.965,2019.166,0.009,0.004,0.002,0.001,0.007,0.001,0.009,0.007,0.003
1970,27602,1523,1543.084,136254.579,61551.996,0.204,0.082,0.033,0.014,0.509,0.068,0.72,246867.136,302270.558,-2574.148,50103.845,49172.974,0.559,0.441,NA,NA,0.265,0.94,0.003,0,0.208,3.157,49.965,2019.166,0.009,0.004,0.002,0.001,0.007,0.001,0.009,0.007,0.003
1970,27603,1523,1194.633,136254.579,61646.129,0.204,0.082,0.033,0.014,0.509,0.068,0.72,246867.136,302773.108,-2456.011,50103.845,49172.974,0.559,0.441,NA,NA,0.265,0.94,0.003,0,0.208,3.157,49.965,2019.166,0.009,0.004,0.002,0.001,0.007,0.001,0.009,0.007,0.003
1970,27604,1523,392.922,136254.579,61898.336,0.204,0.082,0.033,0.014,0.509,0.068,0.72,246867.136,302885.363,-1925.7,50103.845,49172.974,0.559,0.441,NA,NA,0.265,0.94,0.003,0,0.208,3.157,49.965,2019.166,0.009,0.004,0.002,0.001,0.007,0.001,0.009,0.007,0.003
1970,27605,1523,1884.438,136254.579,61634.287,0.204,0.082,0.033,0.014,0.509,0.068,0.72,246867.136,302480.286,-2573.786,50103.845,49172.974,0.559,0.441,NA,NA,0.265,0.94,0.003,0,0.208,3.157,49.965,2019.166,0.009,0.004,0.002,0.001,0.007,0.001,0.009,0.007,0.003
1970,27701,1682,16342.088,151891.785,72626.381,0.187,0.076,0.031,0.012,0.5,0.075,0.696,219856.707,336756.355,-3671.91,58065.099,65007.744,0.574,0.426,NA,NA,0.337,0.981,0.007,0.001,0.191,3.067,47.667,4134.734,0.02,0.008,0.003,0.001,0.014,0.002,0.018,0.014,0.015
1970,27702,1682,18362.131,151891.785,72629.345,0.187,0.076,0.031,0.012,0.5,0.075,0.696,219856.707,336756.355,-3671.91,58065.099,65007.744,0.574,0.426,NA,NA,0.337,0.981,0.007,0.001,0.191,3.067,47.667,4134.734,0.02,0.008,0.003,0.001,0.014,0.002,0.018,0.014,0.015
1970,27703,1682,4360.651,151891.785,72665.391,0.187,0.076,0.031,0.012,0.5,0.075,0.696,219856.707,336756.355,-3671.91,58065.099,65007.744,0.574,0.426,NA,NA,0.337,0.981,0.007,0.001,0.191,3.067,47.667,4134.734,0.02,0.008,0.003,0.001,0.014,0.002,0.018,0.014,0.015
1970,27704,3205,4185.036,143087.653,65823.857,0.197,0.08,0.032,0.013,0.505,0.071,0.709,235503.532,315699.105,-3324.542,53582.717,56092.378,0.566,0.434,NA,NA,0.303,0.961,0.005,0,0.199,3.11,48.759,936.005,0.004,0.002,0.001,0,0.003,0,0.004,0.003,0.006
1970,27801,2193,12240.418,144159.028,71320.817,0.191,0.077,0.031,0.013,0.499,0.091,0.693,253162.413,306621.695,3607.908,49842.427,56193.047,0.614,0.386,NA,NA,0.214,0.989,0.003,0,0.22,2.996,51.581,3313.778,0.015,0.006,0.002,0.001,0.012,0.002,0.014,0.011,0.014
1970,27802,4727,12576.258,144720.128,70542.895,0.203,0.082,0.033,0.013,0.504,0.092,0.695,223430.067,300848.788,3882.278,50212.63,52829.113,0.619,0.381,NA,NA,0.243,0.995,0.004,0,0.215,2.887,51.062,556.998,0.002,0.001,0,0,0.002,0,0.002,0.002,0.007
1970,27901,1646,11513.632,138064.331,62021.111,0.198,0.08,0.032,0.013,0.513,0.084,0.7,209971.881,300886.452,0,49612.213,47938.098,0.602,0.398,NA,NA,0.217,0.999,0,0,0.209,2.942,51.431,2447.784,0.01,0.004,0.002,0.001,0.009,0.001,0.011,0.008,0.012
1970,27902,1784,7789.179,159500.606,71449.464,0.218,0.088,0.036,0.014,0.537,0.073,0.732,278762.514,332954.78,-1536.774,55162.143,62269.123,0.599,0.401,NA,NA,0.315,0.989,0.008,0,0.217,2.827,49.385,981.743,0.003,0.001,0.001,0,0.003,0,0.004,0.002,0.006
1970,27903,1646,17100.652,138064.331,62015.961,0.198,0.08,0.032,0.013,0.513,0.084,0.7,209971.881,300886.452,0,49612.213,47938.098,0.602,0.398,NA,NA,0.217,0.999,0,0,0.209,2.942,51.431,2447.784,0.01,0.004,0.002,0.001,0.009,0.001,0.011,0.008,0.012
1970,28001,2193,43473.038,144159.028,71320.817,0.191,0.077,0.031,0.013,0.499,0.091,0.693,253162.413,306621.695,3607.908,49842.427,56193.047,0.614,0.386,NA,NA,0.214,0.989,0.003,0,0.22,2.996,51.581,3313.778,0.015,0.006,0.002,0.001,0.012,0.002,0.014,0.011,0.014
1970,28002,5257,7645.026,153342.27,73586.456,0.205,0.083,0.034,0.014,0.517,0.085,0.714,289236.334,320919.483,0,57526.467,63130.732,0.61,0.39,NA,NA,0.275,0.959,0.035,0,0.211,3.125,48.288,1690.63,0.006,0.003,0.001,0,0.005,0.001,0.007,0.005,0.009
1970,28101,1784,63711.021,159500.606,71449.464,0.218,0.088,0.036,0.014,0.537,0.073,0.732,278762.514,332954.78,-1536.774,55162.143,62269.123,0.599,0.401,NA,NA,0.315,0.989,0.008,0,0.217,2.827,49.385,981.743,0.003,0.001,0.001,0,0.003,0,0.004,0.002,0.006
1970,28102,1784,12953.054,159500.606,71449.464,0.218,0.088,0.036,0.014,0.537,0.073,0.732,278762.514,332954.78,-1536.774,55162.143,62269.123,0.599,0.401,NA,NA,0.315,0.989,0.008,0,0.217,2.827,49.385,981.743,0.003,0.001,0.001,0,0.003,0,0.004,0.002,0.006
1970,28201,1297,10179.625,142297.524,75601.969,0.197,0.08,0.032,0.013,0.482,0.104,0.673,204506.503,293752.263,5438.353,48563.044,51611.371,0.635,0.365,NA,NA,0.177,0.998,0.002,0,0.22,2.899,52.9,1490.225,0.006,0.002,0.001,0,0.005,0.001,0.007,0.005,0.005
1970,28202,4361,186338.316,162260.911,76203.401,0.217,0.088,0.036,0.014,0.53,0.081,0.728,314640.53,332556.131,0,65043.156,69251.605,0.61,0.39,NA,NA,0.276,0.956,0.042,0,0.209,3.122,48.003,1157.87,0.003,0.001,0,0,0.003,0.001,0.004,0.002,0.004
1970,28301,1454,9111.706,158529.036,66251.077,0.207,0.084,0.034,0.014,0.535,0.062,0.726,226981.898,347901.012,-3685.637,54532.823,62779.817,0.541,0.459,NA,NA,0.331,0.992,0.001,0,0.178,3.072,47.191,4922.728,0.014,0.006,0.002,0.001,0.014,0.002,0.019,0.01,0.013
1970,28302,4782,4517.318,147753.825,64448.46,0.201,0.081,0.033,0.013,0.521,0.074,0.711,218024.867,326699.099,-356.827,52716.27,56028.422,0.575,0.425,NA,NA,0.294,0.991,0.003,0,0.193,3.026,48.818,3475.06,0.012,0.005,0.002,0.001,0.011,0.002,0.014,0.01,0.013
1970,28303,1682,735.268,151891.785,72704.469,0.187,0.076,0.031,0.012,0.5,0.075,0.696,219856.707,337126.282,-3572.887,58065.099,65007.744,0.574,0.426,NA,NA,0.337,0.981,0.007,0.001,0.191,3.067,47.667,4134.734,0.02,0.008,0.003,0.001,0.014,0.002,0.018,0.014,0.015
1970,28304,1646,2391.895,138064.331,62021.111,0.198,0.08,0.032,0.013,0.513,0.084,0.7,209971.881,300457.366,2873.911,49612.213,47938.098,0.602,0.398,NA,NA,0.217,0.999,0,0,0.209,2.942,51.431,2447.784,0.01,0.004,0.002,0.001,0.009,0.001,0.011,0.008,0.012
1970,28305,1646,4039.786,138064.331,62021.111,0.198,0.08,0.032,0.013,0.513,0.084,0.7,209971.881,300886.452,2525.119,49612.213,47938.098,0.602,0.398,NA,NA,0.217,0.999,0,0,0.209,2.942,51.431,2447.784,0.01,0.004,0.002,0.001,0.009,0.001,0.011,0.008,0.012
1970,28306,1646,7918.418,138064.331,62012.514,0.198,0.08,0.032,0.013,0.513,0.084,0.7,209971.881,300886.452,0,49612.213,47938.098,0.602,0.398,NA,NA,0.217,0.999,0,0,0.209,2.942,51.431,2447.784,0.01,0.004,0.002,0.001,0.009,0.001,0.011,0.008,0.012
1970,28401,2682,69057.226,138118.772,65763.189,0.197,0.08,0.032,0.013,0.512,0.073,0.708,204760.453,302644.429,-4581.95,55725.514,67705.486,0.614,0.386,NA,NA,0.311,0.971,0.023,0,0.199,3.176,46.895,2016.27,0.008,0.003,0.001,0.001,0.007,0.001,0.009,0.006,0.01
1970,28402,2682,1272.959,138118.772,65952.346,0.197,0.08,0.032,0.013,0.512,0.073,0.708,204760.453,303887.836,-4546.032,55725.514,67705.486,0.614,0.386,NA,NA,0.311,0.971,0.023,0,0.199,3.176,46.895,2016.27,0.008,0.003,0.001,0.001,0.007,0.001,0.009,0.006,0.01
1970,28501,2682,1493.542,138118.772,65866.893,0.197,0.08,0.032,0.013,0.512,0.073,0.708,204760.453,303385.366,-4541.851,55725.514,67705.486,0.614,0.386,NA,NA,0.311,0.971,0.023,0,0.199,3.176,46.895,2016.27,0.008,0.003,0.001,0.001,0.007,0.001,0.009,0.006,0.01
1970,28502,2682,43326.402,138118.772,65750.09,0.197,0.08,0.032,0.013,0.512,0.073,0.708,204760.453,302644.429,-4581.95,55725.514,67705.486,0.614,0.386,NA,NA,0.311,0.971,0.023,0,0.199,3.176,46.895,2016.27,0.008,0.003,0.001,0.001,0.007,0.001,0.009,0.006,0.01
1970,28503,2682,5878.88,138118.772,65760.556,0.197,0.08,0.032,0.013,0.512,0.073,0.708,204760.453,302813.205,-4581.95,55725.514,67705.486,0.614,0.386,NA,NA,0.311,0.971,0.023,0,0.199,3.176,46.895,2016.27,0.008,0.003,0.001,0.001,0.007,0.001,0.009,0.006,0.01
1970,28504,4136,2973.408,154862.937,66017.346,0.206,0.083,0.034,0.014,0.531,0.064,0.723,223217.244,341168.023,-3894.284,54747.055,63664.568,0.554,0.446,NA,NA,0.318,0.978,0.016,0,0.192,3.14,46.999,4391.547,0.013,0.005,0.002,0.001,0.013,0.002,0.017,0.01,0.013
1970,28601,3346,2528.977,180865.073,83454.798,0.214,0.087,0.035,0.014,0.525,0.081,0.732,376689.284,364710.823,4065.55,62106.517,75420.408,0.643,0.357,NA,NA,0.243,0.968,0.03,0,0.202,3.033,49.179,1383.818,0.004,0.002,0.001,0,0.004,0.001,0.004,0.003,0.002
1970,28602,1827,1929.344,158994.097,77396.292,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332003.8,3901.379,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,28603,1827,3881.747,158994.097,77434.824,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332143.961,3912.197,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,28604,1827,5066.283,158994.097,77363.456,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332143.961,3881.387,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,28605,1827,2652.417,158994.097,77498.852,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332143.961,3912.197,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,28606,3281,1847.146,158813.055,72237.07,0.203,0.082,0.033,0.013,0.515,0.076,0.712,252465.863,337625.129,0,50949.249,57214.778,0.607,0.393,NA,NA,0.293,0.988,0.008,0,0.206,2.955,50.012,2605.972,0.008,0.003,0.001,0,0.008,0.001,0.01,0.006,0.009
1970,28607,3100,5532.108,141817.99,62967.721,0.2,0.081,0.033,0.013,0.519,0.08,0.706,213260.746,313202.727,0,50514.757,50660.383,0.591,0.409,NA,NA,0.27,0.996,0.001,0,0.195,3.003,49.442,2859.98,0.011,0.004,0.002,0.001,0.01,0.002,0.012,0.008,0.012
1970,28608,1646,12002.687,138064.331,62016.485,0.198,0.08,0.032,0.013,0.513,0.084,0.7,209971.881,300886.452,0,49612.213,47938.098,0.602,0.398,NA,NA,0.217,0.999,0,0,0.209,2.942,51.431,2447.784,0.01,0.004,0.002,0.001,0.009,0.001,0.011,0.008,0.012
1970,28609,1646,11802.897,138064.331,62019.582,0.198,0.08,0.032,0.013,0.513,0.084,0.7,209971.881,300886.452,0,49612.213,47938.098,0.602,0.398,NA,NA,0.217,0.999,0,0,0.209,2.942,51.431,2447.784,0.01,0.004,0.002,0.001,0.009,0.001,0.011,0.008,0.012
1970,28701,2682,2674.898,138118.772,65760.959,0.197,0.08,0.032,0.013,0.512,0.073,0.708,204760.453,303579.434,-4573.425,55725.514,67705.486,0.614,0.386,NA,NA,0.311,0.971,0.023,0,0.199,3.176,46.895,2016.27,0.008,0.003,0.001,0.001,0.007,0.001,0.009,0.006,0.01
1970,28702,3761,9374.106,148569.886,68249.573,0.201,0.081,0.033,0.013,0.513,0.076,0.709,231456.584,322404.855,-576.594,54263.527,65039.623,0.617,0.383,NA,NA,0.324,0.974,0.003,0,0.175,3.227,48.011,2116.922,0.007,0.003,0.001,0,0.007,0.001,0.009,0.005,0.009
1970,28703,1454,1009.299,158529.036,66295.61,0.207,0.084,0.034,0.014,0.535,0.062,0.726,226981.898,348449.345,-3677.369,54532.823,62779.817,0.541,0.459,NA,NA,0.331,0.992,0.001,0,0.178,3.072,47.191,4922.728,0.014,0.006,0.002,0.001,0.014,0.002,0.019,0.01,0.013
1970,28704,1682,7089.605,151891.785,72689.55,0.187,0.076,0.031,0.012,0.5,0.075,0.696,219856.707,336756.355,-3671.91,58065.099,65007.744,0.574,0.426,NA,NA,0.337,0.981,0.007,0.001,0.191,3.067,47.667,4134.734,0.02,0.008,0.003,0.001,0.014,0.002,0.018,0.014,0.015
1970,28800,1454,48978.647,158529.036,66105.252,0.207,0.084,0.034,0.014,0.535,0.062,0.726,226981.898,347901.012,-3685.637,54532.823,62779.817,0.541,0.459,NA,NA,0.331,0.992,0.001,0,0.178,3.072,47.191,4922.728,0.014,0.006,0.002,0.001,0.014,0.002,0.019,0.01,0.013
1970,28900,8744,369559.028,193984.1,88416.383,0.214,0.087,0.035,0.014,0.53,0.073,0.728,327451.156,402143.173,-3054.705,73271.772,87419.991,0.584,0.416,NA,NA,0.396,0.956,0.033,0.001,0.207,3.078,45.055,1164.099,0.002,0.001,0,0,0.003,0,0.004,0.002,0.004
1970,29001,1855,5790.564,161124.333,71014.543,0.209,0.085,0.034,0.014,0.52,0.078,0.711,230447.262,337598.325,3924.681,52157.745,54890.117,0.652,0.348,NA,NA,0.275,0.991,0.007,0,0.216,2.901,51.714,1241.743,0.003,0.001,0.001,0,0.004,0.001,0.005,0.003,0.007
1970,29002,1855,739.419,161124.333,71093.771,0.209,0.085,0.034,0.014,0.52,0.078,0.711,230447.262,337333.733,4007.999,52157.745,54890.117,0.652,0.348,NA,NA,0.275,0.991,0.007,0,0.216,2.901,51.714,1241.743,0.003,0.001,0.001,0,0.004,0.001,0.005,0.003,0.007
1970,29003,1855,8937.883,161124.333,71014.543,0.209,0.085,0.034,0.014,0.52,0.078,0.711,230447.262,337598.325,3924.681,52157.745,54890.117,0.652,0.348,NA,NA,0.275,0.991,0.007,0,0.216,2.901,51.714,1241.743,0.003,0.001,0.001,0,0.004,0.001,0.005,0.003,0.007
1970,29004,3682,14685.363,159748.641,74924.939,0.204,0.082,0.033,0.014,0.509,0.082,0.706,254932.077,334050.159,3912.197,49902.144,54100.544,0.65,0.35,NA,NA,0.269,0.988,0.01,0,0.222,2.882,51.984,1033.749,0.003,0.001,0.001,0,0.003,0.001,0.004,0.002,0.007
1970,29005,3682,21523.241,160639.903,72255.28,0.207,0.084,0.034,0.014,0.516,0.08,0.709,239357.343,336554.727,3924.681,51363.469,54612.08,0.651,0.349,NA,NA,0.269,0.988,0.01,0,0.222,2.882,51.984,1110.819,0.003,0.001,0.001,0,0.003,0.001,0.004,0.002,0.007
1970,29006,1827,10229.576,158994.097,77363.456,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332143.961,3846.886,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,29007,1827,3281.13,158994.097,77375.848,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332143.961,3912.197,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,29008,1827,1987.391,158994.097,77400.806,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332073.053,3888.625,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,29101,1827,7438.27,158994.097,77363.456,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332143.961,3846.886,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,29102,3430,4023.815,149474.547,67068.326,0.21,0.085,0.034,0.014,0.528,0.078,0.72,249179.447,319397.957,0,52566.36,55566.293,0.601,0.399,NA,NA,0.268,0.994,0.004,0,0.213,2.883,50.367,1526.36,0.005,0.002,0.001,0,0.005,0.001,0.006,0.004,0.008
1970,29103,1827,3823.699,158994.097,77430.309,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332143.961,3912.197,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,29104,1827,15202.824,158994.097,77363.456,0.201,0.081,0.033,0.013,0.502,0.085,0.703,267403.778,332143.961,3846.886,48664.984,53667.476,0.649,0.351,NA,NA,0.263,0.984,0.013,0.001,0.229,2.862,52.258,1155.534,0.003,0.001,0.001,0,0.004,0.001,0.004,0.003,0.007
1970,29201,1406,5585.229,118485.782,55232.931,0.174,0.071,0.029,0.012,0.495,0.067,0.703,200378.796,284978.686,-5784.859,46823.951,45699.921,0.57,0.43,NA,NA,0.289,0.961,0.031,0,0.208,2.852,49.034,3578.213,0.021,0.008,0.003,0.001,0.015,0.002,0.019,0.016,0.014
1970,29202,1406,5318.677,118485.782,55230.258,0.174,0.071,0.029,0.012,0.495,0.067,0.703,200378.796,284978.686,-5784.859,46823.951,45699.921,0.57,0.43,NA,NA,0.289,0.961,0.031,0,0.208,2.852,49.034,3578.213,0.021,0.008,0.003,0.001,0.015,0.002,0.019,0.016,0.014
1970,29203,3233,32587.431,130450.926,61373.198,0.187,0.076,0.031,0.012,0.498,0.072,0.705,222875.779,300614.976,-4614.079,47367.746,48053.338,0.593,0.407,NA,NA,0.275,0.974,0.021,0,0.22,2.858,50.856,2823.263,0.013,0.005,0.002,0.001,0.011,0.002,0.014,0.01,0.011
1970,29204,2906,67786.225,161346.382,68496.567,0.211,0.085,0.035,0.014,0.53,0.064,0.732,255342.22,347897.249,-5101.893,63504.083,66472.77,0.575,0.425,NA,NA,0.321,0.943,0.047,0,0.206,2.942,47.287,2953.77,0.008,0.003,0.001,0.001,0.009,0.001,0.011,0.006,0.009
1970,29301,4134,124981.079,176391.732,71743.311,0.228,0.092,0.037,0.015,0.559,0.066,0.754,346382.272,369456.653,0,65293.43,68693.064,0.616,0.384,NA,NA,0.299,0.957,0.039,0,0.208,2.992,48.76,1223.737,0.003,0.001,0,0,0.003,0,0.004,0.002,0.004
