year,puma,statefip,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,cntygp97,cntygp98,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
1960,2026,26,1218,24360,129316.188,73585.14,0.164,0.068,0.029,0.015,0.453,0.281,0.606,219732.992,260148.008,10368.821,61530.614,94206.081,0.821,0.179,NA,NA,NA,NA,0.168,0.995,0.003,0,0.085,3.755,45.051,3229.648,0.02,0.012,0.002,0.007,0.014,0.321,0.016,0.017,0.032
1960,2027,26,2347,46940,123561.272,75005.042,0.143,0.053,0.022,0.008,0.414,0.285,0.575,194144.305,250061.053,8981.326,55217.161,86047.944,0.827,0.173,NA,NA,NA,NA,0.141,0.996,0.002,0,0.107,3.598,46.641,1928.94,0.013,0.016,0.005,0.004,0.009,0.317,0.011,0.012,0.025
1960,2028,26,1386,27720,147519.883,96799.86,0.132,0.046,0.017,0.007,0.381,0.306,0.526,212996.456,284758.632,29580.462,73220.737,129375.853,0.874,0.126,NA,NA,NA,NA,0.282,0.999,0.001,0,0.066,3.722,42.737,2326.39,0.013,0.016,0.01,0.004,0.009,0.286,0.011,0.013,0.03
1960,2029,26,1042,20840,123789.741,69953.638,0.157,0.064,0.023,0.009,0.442,0.276,0.61,207292.08,264901.761,5687.363,62489.324,103302.686,0.768,0.232,NA,NA,NA,NA,0.192,0.953,0.047,0,0.093,3.72,42.684,3477.468,0.021,0.021,0.014,0.006,0.015,0.329,0.019,0.022,0.028
1960,2030,27,1459,29180,136619.785,88968.983,0.115,0.041,0.018,0.011,0.376,0.425,0.553,171593.713,285726.229,5529.909,43862.913,75614.033,0.801,0.199,NA,NA,NA,NA,0.099,0.999,0,0,0.106,3.546,50.666,4195.248,0.025,0.016,0.004,0.004,0.018,0.393,0.022,0.022,0.03
1960,2031,27,1035,20700,95693.508,66876.414,0.085,0.027,0.013,0.01,0.336,0.559,0.471,100544.249,198657.463,15813.136,59439.866,98029.85,0.86,0.14,NA,NA,NA,NA,0.197,0.995,0.002,0,0.064,3.975,40.632,1552.144,0.015,0.01,0.003,0.004,0.011,0.335,0.011,0.017,0.019
1960,2032,27,1320,26400,154302.093,89422.346,0.171,0.069,0.028,0.011,0.451,0.162,0.592,303174.817,291741.511,31217.894,72967.413,129723.052,0.889,0.111,NA,NA,NA,NA,0.33,0.998,0.002,0,0.061,4.02,42.068,1717.563,0.01,0.006,0.002,0.001,0.006,0.002,0.007,0.008,0.029
1960,2033,28,1073,21460,67130.387,26876.548,0.138,0.037,0.011,0.004,0.509,0.595,0.726,112894.66,181686.861,-3755.546,26720.312,37447.772,0.48,0.52,NA,NA,NA,NA,0.125,0.596,0.404,0,0.139,4.097,49.187,2856.639,0.037,0.03,0.015,0.006,0.019,0.522,0.025,0.031,0.019
1960,2034,28,2036,40720,72644.862,38053.758,0.144,0.049,0.014,0.006,0.473,0.416,0.652,122657.1,162466.911,0,27609.647,43220.871,0.65,0.35,NA,NA,NA,NA,0.112,0.622,0.378,0,0.167,3.881,50.713,1962.388,0.023,0.015,0.013,0.005,0.014,0.452,0.018,0.022,0.022
1960,2035,32,1113,22260,100594.036,41499.55,0.143,0.046,0.012,0.005,0.513,0.582,0.684,155174.235,237717.669,0,51044.98,53718.717,0.564,0.436,NA,NA,NA,NA,0.206,0.944,0.01,0.002,0.112,3.067,47.937,7238.007,0.051,0.03,0.018,0.007,0.033,0.471,0.042,0.048,0.035
1960,2036,6,1028,20560,119065.869,63053.235,0.116,0.033,0.01,0.004,0.463,0.58,0.647,162654.699,308219.218,0,51227.756,76736.671,0.622,0.378,NA,NA,NA,NA,0.208,0.99,0.005,0.001,0.129,2.963,48.766,7561.687,0.049,0.031,0.015,0.006,0.031,0.459,0.039,0.041,0.033
1960,2037,34,2216,44320,122505.795,63248.258,0.222,0.097,0.039,0.016,0.509,0.094,0.733,805998.864,241090.026,0,49498.606,76161.986,0.703,0.297,NA,NA,NA,NA,0.103,0.898,0.09,0,0.19,3.136,49.912,5152.67,0.031,0.025,0.01,0.004,0.02,0.004,0.025,0.033,0.007
1960,2038,34,1574,31480,133005.979,66200.456,0.189,0.065,0.028,0.014,0.514,0.254,0.68,246046.738,276405.122,2026.055,55579.467,82994.344,0.678,0.322,NA,NA,NA,NA,0.151,0.995,0.003,0,0.137,3.298,47.851,4830.779,0.031,0.027,0.009,0.004,0.018,0.363,0.022,0.034,0.036
1960,2039,37,1693,33860,65699.156,37020.13,0.147,0.05,0.023,0.014,0.458,0.42,0.632,115240.123,147616.265,0,36427.005,39792.073,0.656,0.344,NA,NA,NA,NA,0.099,0.813,0.187,0,0.142,3.727,47.588,1227.438,0.016,0.015,0.004,0.005,0.009,0.432,0.013,0.014,0.021
1960,2040,39,1639,32780,99801.298,54261.29,0.123,0.037,0.019,0.011,0.436,0.416,0.627,137430.61,230906.825,0,46865.539,62171.101,0.641,0.359,NA,NA,NA,NA,0.138,0.981,0.019,0,0.143,3.387,47.534,3991.675,0.032,0.025,0.007,0.003,0.022,0.449,0.027,0.032,0.026
1960,2041,41,1388,27760,131949.045,59326.74,0.167,0.067,0.028,0.015,0.515,0.24,0.698,242411.6,306243.242,-2533.866,53593.266,66247.866,0.646,0.354,NA,NA,NA,NA,0.195,0.984,0.002,0,0.104,3.246,48.247,6872.952,0.037,0.018,0.006,0.007,0.024,0.384,0.031,0.033,0.031
1960,2042,18,1571,31420,336517.103,150879.772,0.211,0.086,0.035,0.014,0.543,0.098,0.719,904285.741,715208.414,13857.361,109416.521,151482.659,0.794,0.206,NA,NA,NA,NA,0.519,0.954,0.045,0,0.144,3.202,48.119,14568.329,0.021,0.008,0.003,0.001,0.018,0.004,0.018,0.015,0.02
1960,2043,34,1576,31520,182687.086,95467.984,0.24,0.097,0.039,0.016,0.516,0.121,0.703,599190.09,303897.247,8544.377,69841.874,131964.167,0.772,0.228,NA,NA,NA,NA,0.266,0.996,0.002,0,0.103,3.49,45.522,13075.676,0.035,0.014,0.006,0.002,0.037,0.009,0.044,0.027,0.019
1960,2044,34,1687,33740,150290.734,78863.651,0.261,0.107,0.043,0.017,0.52,0.128,0.696,445902.207,253364.765,8235.701,67754.589,103432.856,0.81,0.19,NA,NA,NA,NA,0.21,0.945,0.053,0,0.12,3.505,46.282,12433.034,0.054,0.023,0.009,0.004,0.042,0.011,0.05,0.043,0.018
1960,2045,45,799,15980,66154.171,40000.64,0.111,0.033,0.013,0.005,0.415,0.424,0.592,114893.632,147496.483,0,39137.128,50584.628,0.698,0.302,NA,NA,NA,NA,0.123,0.854,0.146,0,0.14,3.711,45.577,1555.019,0.02,0.035,0.014,0.006,0.013,0.413,0.016,0.02,0.015
1960,2046,47,1532,30640,78981.281,39427.106,0.187,0.076,0.034,0.017,0.478,0.254,0.664,166298.745,166818.013,0,33942.795,41693.577,0.691,0.309,NA,NA,NA,NA,0.103,0.966,0.033,0,0.138,3.646,47.118,2252.99,0.022,0.03,0.007,0.008,0.014,0.364,0.018,0.023,0.022
1960,2047,47,942,18840,91752.434,47397.101,0.151,0.04,0.016,0.007,0.477,0.416,0.649,149082.435,199106.892,-1326.17,36475.832,48413.806,0.68,0.32,NA,NA,NA,NA,0.116,0.879,0.121,0,0.154,3.364,49.391,3040.459,0.026,0.037,0.015,0.006,0.016,0.445,0.02,0.03,0.028
1960,2048,47,1000,20000,73715.169,37173.353,0.16,0.059,0.019,0.007,0.492,0.414,0.677,144078.903,175736.109,0,38465.477,43849.881,0.595,0.405,NA,NA,NA,NA,0.157,0.858,0.142,0,0.114,3.628,45.885,2239.088,0.025,0.028,0.018,0.007,0.015,0.465,0.019,0.026,0.02
1960,2049,48,2110,42200,108189.477,44560.045,0.19,0.066,0.027,0.013,0.537,0.239,0.712,210641.528,250823.458,-2404.011,56189.943,62962.561,0.619,0.381,NA,NA,NA,NA,0.272,0.955,0.044,0,0.144,3.249,43.009,4519.913,0.032,0.023,0.009,0.005,0.019,0.387,0.025,0.036,0.031
1960,2050,48,1149,22980,75302.698,37371.843,0.133,0.035,0.02,0.014,0.483,0.582,0.666,117496.092,189964.353,-2902.829,34961.194,37534.482,0.619,0.381,NA,NA,NA,NA,0.14,0.784,0.216,0,0.183,3.26,50.714,2961.524,0.031,0.026,0.006,0.004,0.02,0.463,0.024,0.036,0.023
1960,2051,6,828,16560,133678.8,82435.765,0.113,0.033,0.018,0.012,0.415,0.562,0.551,160435.399,281452.098,11035.978,67606.754,123505.369,0.821,0.179,NA,NA,NA,NA,0.325,0.995,0.001,0,0.052,3.656,41.658,6747.78,0.042,0.028,0.008,0.002,0.027,0.378,0.033,0.036,0.041
1960,2052,6,1049,20980,157564.191,51367.154,0.205,0.082,0.035,0.017,0.561,0.226,0.749,293290.645,379741.244,-3145.124,63027.369,79676.425,0.58,0.42,NA,NA,NA,NA,0.246,0.945,0.044,0.006,0.153,3.056,47.588,7263.14,0.033,0.02,0.005,0.005,0.021,0.405,0.027,0.029,0.027
1960,2053,6,1485,29700,124303.56,73738.263,0.131,0.034,0.011,0.005,0.439,0.573,0.611,173173.422,272286.037,4109.967,58767.909,98815.393,0.718,0.282,NA,NA,NA,NA,0.224,0.989,0.001,0.001,0.113,3.51,44.314,5686.224,0.038,0.032,0.015,0.006,0.024,0.426,0.031,0.039,0.036
1960,2054,6,1438,28760,189540.071,83454.697,0.169,0.057,0.022,0.009,0.514,0.242,0.691,288400.873,442200.396,0,56770.104,115514.875,0.702,0.298,NA,NA,NA,NA,0.281,0.985,0,0.005,0.147,3.175,48.084,12465.368,0.049,0.034,0.015,0.006,0.032,0.379,0.042,0.046,0.039
1960,2055,12,2661,53220,82536.875,41919.436,0.211,0.097,0.04,0.016,0.509,0.101,0.69,267969.411,168396.755,0,48702.424,60404.551,0.694,0.306,NA,NA,NA,NA,0.188,0.83,0.168,0,0.178,3.59,43.316,3211.961,0.03,0.024,0.011,0.004,0.019,0.004,0.024,0.032,0.009
1960,2056,12,1913,38260,99365.765,53890.016,0.15,0.044,0.02,0.011,0.47,0.418,0.635,156524.888,209682.78,0,52869.702,73374.839,0.687,0.313,NA,NA,NA,NA,0.258,0.91,0.089,0,0.114,3.262,44.723,4834.679,0.037,0.028,0.01,0.003,0.024,0.432,0.031,0.034,0.036
1960,2057,12,2002,40040,147058.028,98154.048,0.151,0.058,0.024,0.01,0.409,0.168,0.556,220182.375,271003.252,16715.922,48395.75,97839.165,0.861,0.139,NA,NA,NA,NA,0.245,0.999,0.001,0,0.162,2.64,55.456,2922.103,0.017,0.014,0.006,0.002,0.012,0.003,0.014,0.017,0.03
1960,2058,12,1483,29660,92038.266,70267.432,0.095,0.04,0.015,0.006,0.334,0.323,0.465,116327.609,171634.148,8620.171,52350.398,95071.928,0.853,0.147,NA,NA,NA,NA,0.156,0.902,0.095,0,0.106,3.567,43.21,1216.983,0.011,0.009,0.009,0.004,0.009,0.261,0.01,0.012,0.013
1960,2059,12,1867,37340,256143.948,106942.908,0.208,0.081,0.033,0.013,0.546,0.089,0.713,481782.603,543665.013,6866.398,77340.105,143024.204,0.803,0.197,NA,NA,NA,NA,0.427,0.976,0.023,0,0.138,3.208,45.727,7555.709,0.023,0.016,0.006,0.003,0.013,0.003,0.016,0.023,0.028
1960,2060,13,1509,30180,96384.514,54864.919,0.186,0.077,0.026,0.011,0.459,0.269,0.641,224336.077,191087.649,2521.628,56546.149,80868.368,0.712,0.288,NA,NA,NA,NA,0.197,0.938,0.061,0,0.111,3.685,41.893,3350.377,0.027,0.022,0.017,0.007,0.018,0.343,0.022,0.028,0.023
1960,2061,17,1032,20640,185634.376,86596.122,0.245,0.1,0.04,0.016,0.537,0.128,0.697,476645.944,302375.308,17904.237,70149.066,144592.147,0.856,0.144,NA,NA,NA,NA,0.204,0.917,0.083,0,0.084,3.945,43.07,12674.591,0.031,0.013,0.005,0.002,0.034,0.009,0.041,0.024,0.024
1960,2062,24,1125,22500,110899.14,66087.505,0.127,0.039,0.013,0.005,0.426,0.42,0.609,166522.726,253610.02,1486.759,52419.663,81779.639,0.688,0.312,NA,NA,NA,NA,0.148,0.948,0.052,0,0.116,3.537,46.33,3566.994,0.026,0.019,0.012,0.005,0.017,0.429,0.021,0.026,0.027
1960,2063,29,703,14060,166490.852,86784.001,0.146,0.05,0.026,0.017,0.448,0.42,0.615,234763.611,366972.599,11590.758,69271.304,119479.991,0.818,0.182,NA,NA,NA,NA,0.246,0.997,0.001,0,0.074,3.691,44.549,9181.175,0.045,0.027,0.007,0.009,0.03,0.413,0.035,0.048,0.045
1960,2064,36,1400,28000,133410.348,102231.917,0.084,0.026,0.012,0.008,0.319,0.552,0.442,123647.471,256313.442,31014.426,69217.241,121363.991,0.891,0.109,NA,NA,NA,NA,0.219,0.997,0.002,0,0.079,3.645,45.116,3789.637,0.025,0.016,0.005,0.001,0.019,0.314,0.022,0.023,0.029
1960,2065,36,2556,51120,136664.034,73611.598,0.187,0.072,0.029,0.012,0.494,0.085,0.678,256174.73,277394.091,2208.788,59985.204,91284.177,0.629,0.371,NA,NA,NA,NA,0.236,0.968,0.031,0,0.153,3.283,47.372,3139.846,0.018,0.015,0.005,0.002,0.012,0.002,0.015,0.017,0.027
1960,2066,36,1174,23480,131471.49,83912.509,0.175,0.075,0.031,0.013,0.449,0.116,0.648,382944.815,263052.832,6172.928,66933.714,95712.283,0.667,0.333,NA,NA,NA,NA,0.194,0.981,0.016,0.001,0.114,3.583,47.223,1321.85,0.008,0.005,0.003,0.001,0.006,0.001,0.007,0.009,0.016
1960,2067,39,2105,42100,193018.211,133474.311,0.13,0.047,0.019,0.009,0.373,0.315,0.503,226815.389,339812.563,42149.871,75314.565,168203.248,0.878,0.122,NA,NA,NA,NA,0.233,1,0,0,0.07,3.631,44.604,5607.425,0.023,0.019,0.007,0.001,0.018,0.269,0.021,0.023,0.039
1960,2068,39,3809,76180,170847.543,87328.648,0.23,0.09,0.036,0.015,0.531,0.105,0.696,365910.311,309101.205,5723.663,67745.517,114059.418,0.742,0.258,NA,NA,NA,NA,0.276,0.922,0.077,0,0.136,3.438,46.463,5302.27,0.018,0.01,0.004,0.002,0.015,0.003,0.018,0.015,0.024
1960,2069,39,2435,48700,126416.785,68392.637,0.177,0.059,0.024,0.011,0.486,0.246,0.672,211837.22,264306.582,-1550.137,60889.636,86294.818,0.602,0.398,NA,NA,NA,NA,0.187,0.969,0.031,0,0.174,3.35,47.862,4609.713,0.03,0.027,0.011,0.003,0.019,0.376,0.023,0.031,0.033
1960,2070,40,2593,51860,88933.083,41685.204,0.148,0.051,0.023,0.012,0.476,0.258,0.647,155650.303,199899.013,0,41215.803,45673.044,0.712,0.288,NA,NA,NA,NA,0.174,0.93,0.035,0,0.165,3.111,51.122,3235.871,0.029,0.019,0.006,0.005,0.018,0.358,0.023,0.027,0.027
1960,2071,41,1443,28860,150682.415,82778.129,0.19,0.07,0.03,0.015,0.481,0.268,0.649,272724.12,300194.083,5403.553,61240.703,97137.706,0.789,0.211,NA,NA,NA,NA,0.254,0.994,0.001,0,0.135,3.262,48.252,4728.704,0.026,0.021,0.006,0.005,0.016,0.341,0.019,0.029,0.035
1960,2072,45,1063,21260,59219.86,33003.016,0.139,0.044,0.012,0.005,0.463,0.576,0.63,98209.639,135447.704,0,31109.419,37676.004,0.685,0.315,NA,NA,NA,NA,0.1,0.559,0.44,0,0.17,4.171,46.904,1718.345,0.025,0.026,0.016,0.006,0.014,0.43,0.019,0.026,0.023
1960,2073,51,1099,21980,86309.837,44241.24,0.122,0.044,0.021,0.015,0.447,0.578,0.629,125739.213,202265.181,0,41738.914,54795.285,0.679,0.321,NA,NA,NA,NA,0.129,0.773,0.227,0,0.162,3.615,48.116,4168.85,0.038,0.019,0.006,0.005,0.025,0.443,0.032,0.034,0.029
1960,2074,48,1843,36860,79074.794,41046.049,0.105,0.025,0.008,0.003,0.428,0.579,0.615,110199.895,196964.704,-1640.724,29174.469,37326.07,0.681,0.319,NA,NA,NA,NA,0.097,0.833,0.167,0,0.184,3.222,53.773,1477.635,0.015,0.02,0.01,0.004,0.011,0.439,0.012,0.018,0.015
1960,2075,51,1438,28760,150167.576,83369.271,0.147,0.045,0.021,0.011,0.466,0.419,0.623,212560.912,326874.905,7818.869,76448.052,117629.318,0.734,0.266,NA,NA,NA,NA,0.377,0.955,0.042,0,0.072,3.848,41.46,8525.969,0.045,0.034,0.01,0.003,0.03,0.418,0.037,0.042,0.044
1960,2077,51,912,18240,72036.703,41591.126,0.117,0.035,0.023,0.018,0.453,0.575,0.612,106424.753,170662.635,3470.347,50600.657,59103.458,0.629,0.371,NA,NA,NA,NA,0.209,0.905,0.094,0,0.099,3.754,40.885,2340.122,0.028,0.019,0.005,0.009,0.017,0.425,0.022,0.026,0.023
1960,2078,51,1889,37780,99654.386,48485.658,0.2,0.077,0.033,0.013,0.535,0.091,0.696,238335.108,196001.302,0,51631.385,75543.93,0.686,0.314,NA,NA,NA,NA,0.172,0.816,0.181,0,0.145,3.8,41.671,2986.3,0.025,0.016,0.006,0.003,0.014,0.003,0.018,0.025,0.028
1960,2080,53,2201,44020,118102.824,59833.474,0.196,0.079,0.033,0.013,0.506,0.09,0.683,266362.866,243564.974,4881.63,55083.713,76671.636,0.679,0.321,NA,NA,NA,NA,0.222,0.97,0.02,0,0.11,3.357,45.133,1878.552,0.012,0.013,0.005,0.002,0.008,0.001,0.01,0.013,0.021
1960,2081,55,1121,22420,135183.354,85907.135,0.129,0.049,0.015,0.006,0.423,0.42,0.598,180832.305,287424.655,4450.615,59309.35,96663.171,0.696,0.304,NA,NA,NA,NA,0.219,0.999,0.001,0,0.107,3.485,47.009,5961.464,0.035,0.018,0.014,0.006,0.024,0.416,0.029,0.034,0.035
1960,2082,48,2057,41140,74805.742,37887.996,0.137,0.037,0.009,0.004,0.479,0.574,0.627,115636.425,163573.765,0,34239.46,37012.024,0.717,0.283,NA,NA,NA,NA,0.144,0.768,0.231,0,0.187,3.2,52.448,3599.222,0.038,0.026,0.015,0.006,0.024,0.424,0.03,0.037,0.032
1960,2083,6,753,15060,101629.632,46886.595,0.176,0.062,0.025,0.01,0.522,0.239,0.706,234757.366,249884.126,2866.434,56621.659,65972.757,0.535,0.465,NA,NA,NA,NA,0.234,0.954,0.02,0,0.1,3.465,41.645,3917.556,0.03,0.039,0.016,0.006,0.019,0.388,0.024,0.029,0.024
1960,2084,4,9198,183960,119417.548,52826.759,0.228,0.095,0.038,0.016,0.554,0.072,0.732,332391.089,249603.215,-1757.015,58813.859,70768.798,0.642,0.358,NA,NA,NA,NA,0.265,0.952,0.037,0.002,0.153,3.403,45.392,750.989,0.004,0.005,0.002,0.001,0.003,0,0.004,0.005,0.016
1960,2085,6,3613,72260,107767.045,54716.15,0.148,0.048,0.016,0.006,0.49,0.413,0.671,169163.79,253477.002,-1787.256,52271.303,64928.858,0.628,0.372,NA,NA,NA,NA,0.175,0.913,0.04,0.002,0.159,3.172,48.346,6384.388,0.042,0.027,0.016,0.006,0.028,0.464,0.037,0.039,0.034
1960,2086,48,1993,39860,80863.83,38513.134,0.115,0.032,0.008,0.003,0.453,0.581,0.645,118861.67,207864.521,-1407.93,29689.866,41326.84,0.665,0.335,NA,NA,NA,NA,0.184,0.72,0.279,0,0.184,3.242,52.142,3268.389,0.035,0.023,0.013,0.005,0.021,0.456,0.026,0.032,0.023
1960,2087,48,1630,32600,111180.728,53224.737,0.129,0.042,0.02,0.012,0.471,0.415,0.651,163346.838,276923.743,0,37300.857,59184.743,0.706,0.294,NA,NA,NA,NA,0.149,0.96,0.04,0,0.166,3.369,50.727,6482.881,0.043,0.025,0.008,0.004,0.029,0.454,0.037,0.038,0.032
1960,2088,48,1818,36360,100710.325,48062.375,0.206,0.089,0.036,0.015,0.496,0.1,0.689,355135.992,208037.881,0,37939.552,42395.494,0.73,0.27,NA,NA,NA,NA,0.16,0.981,0.018,0.001,0.175,2.883,54.301,3103.972,0.024,0.022,0.009,0.004,0.015,0.003,0.019,0.023,0.011
1960,2089,48,1294,25880,97432.158,44339.689,0.19,0.084,0.035,0.014,0.516,0.073,0.716,322035.237,229751.254,-1219.079,42685.387,48478.197,0.619,0.381,NA,NA,NA,NA,0.224,0.929,0.071,0,0.149,3.132,48.689,2402.303,0.02,0.015,0.007,0.003,0.012,0.002,0.016,0.02,0.013
1960,2090,6,3146,62920,183363.55,90352.496,0.184,0.071,0.029,0.012,0.502,0.108,0.665,308228.869,377856.096,4759.175,69619.529,126587.35,0.764,0.236,NA,NA,NA,NA,0.306,0.975,0.004,0.002,0.11,3.618,43.942,5835.835,0.026,0.014,0.006,0.002,0.016,0.003,0.02,0.025,0.034
1960,2091,6,6699,133980,148667.204,90201.52,0.155,0.053,0.021,0.009,0.447,0.139,0.6,221230.319,296939.219,6503.709,71015.363,124589.77,0.764,0.236,NA,NA,NA,NA,0.323,0.974,0.019,0.001,0.093,3.665,42.511,5470.174,0.03,0.023,0.009,0.004,0.02,0.005,0.024,0.03,0.039
1960,2092,17,1201,24020,430097.154,150573.487,0.28,0.113,0.046,0.019,0.634,0.092,0.804,1370919.756,660203.667,26423.766,93726.305,247324.102,0.861,0.139,NA,NA,NA,NA,0.43,0.998,0,0,0.082,3.545,45.64,101687.625,0.06,0.024,0.01,0.004,0.091,0.023,0.1,0.046,0.039
1960,2093,26,1621,32420,579740.219,187307.24,0.247,0.1,0.041,0.016,0.604,0.074,0.77,1281825.778,1250837.102,35898.069,137053.994,230445.634,0.872,0.128,NA,NA,NA,NA,0.479,0.998,0.001,0,0.082,3.629,45.995,108777.152,0.031,0.012,0.005,0.002,0.068,0.016,0.061,0.023,0.04
1960,2094,26,677,13540,129982.96,89169.04,0.099,0.027,0.011,0.004,0.37,0.429,0.531,157353.068,272421.079,7503.288,58260.232,101083.21,0.804,0.196,NA,NA,NA,NA,0.145,0.993,0.007,0,0.092,3.787,46.123,4253.235,0.027,0.027,0.011,0.004,0.019,0.374,0.023,0.026,0.028
1960,2095,27,1250,25000,213402.445,111307.785,0.174,0.069,0.028,0.011,0.473,0.128,0.634,364646.104,395303.435,17580.336,74111.391,139561.527,0.856,0.144,NA,NA,NA,NA,0.326,0.998,0.001,0,0.083,3.753,45.699,4937.613,0.021,0.013,0.004,0.002,0.012,0.003,0.016,0.018,0.032
1960,2096,13,1936,38720,102081.797,64951.438,0.121,0.033,0.017,0.01,0.405,0.427,0.559,140002.378,212694.605,4230.628,62954.307,93510.614,0.785,0.215,NA,NA,NA,NA,0.326,0.95,0.05,0,0.087,3.668,40.905,2864.947,0.025,0.023,0.006,0.003,0.016,0.383,0.019,0.025,0.029
1960,2097,48,1634,32680,89791.403,37227.196,0.191,0.071,0.027,0.011,0.53,0.245,0.703,192319.01,204484.948,0,39302.875,44066.488,0.643,0.357,NA,NA,NA,NA,0.134,0.774,0.226,0,0.156,3.536,48.722,2096.495,0.018,0.026,0.015,0.006,0.011,0.378,0.014,0.02,0.022
1960,2098,42,1539,30780,105508.915,62396.248,0.13,0.044,0.021,0.013,0.434,0.419,0.611,152867.394,234958.644,2391.786,45226.385,59617.31,0.717,0.283,NA,NA,NA,NA,0.107,0.993,0.006,0,0.155,3.297,49.891,4871.016,0.035,0.021,0.006,0.006,0.025,0.425,0.031,0.032,0.033
1960,3003,2,1034,20680,117116.582,38125.348,0.193,0.081,0.027,0.011,0.564,0.237,0.731,243445.795,268474.199,4811.224,76892.714,60945.67,0.407,0.593,NA,NA,NA,NA,0.294,0.943,0.043,0,0.068,3.426,37.808,4442.225,0.031,0.015,0.016,0.007,0.016,0.39,0.021,0.031,0.028
1960,3004,2,1716,34320,86144.643,35147.535,0.143,0.041,0.022,0.013,0.493,0.415,0.664,141948.746,221310.286,0,60920.365,39526.658,0.486,0.514,NA,NA,NA,NA,0.237,0.762,0.022,0.002,0.097,3.513,41.689,4172.924,0.036,0.027,0.007,0.005,0.023,0.452,0.03,0.036,0.029
1960,4001,15,946,18920,79164.093,20598.322,0.231,0.086,0.04,0.021,0.609,0.208,0.791,179056.052,180536.606,-3741.508,46801.778,46759.734,0.402,0.598,NA,NA,NA,NA,0.092,0.19,0,0.007,0.112,3.591,48.447,3931.294,0.036,0.029,0.007,0.013,0.02,0.434,0.025,0.047,0.024
1960,4002,15,958,19160,288029.658,122090.734,0.223,0.092,0.037,0.015,0.553,0.063,0.74,563970.038,601188.184,2540.487,92630.44,151233.604,0.597,0.403,NA,NA,NA,NA,0.269,0.348,0,0.004,0.125,4.055,44.744,9188.014,0.012,0.004,0.002,0.001,0.013,0.002,0.014,0.012,0.014
1960,4005,15,771,15420,81962.309,28157.077,0.167,0.062,0.034,0.023,0.568,0.405,0.751,156625.832,220379.178,-3565.945,47854.044,49081.81,0.437,0.563,NA,NA,NA,NA,0.113,0.197,0.001,0.006,0.092,3.834,47.58,5218.306,0.047,0.026,0.008,0.015,0.025,0.517,0.036,0.049,0.026
1960,4007,15,606,12120,164170.262,90908.767,0.141,0.03,0.012,0.005,0.45,0.577,0.641,220053.357,375804.046,5751.694,72471.802,138439.337,0.612,0.388,NA,NA,NA,NA,0.282,0.581,0.008,0.002,0.073,4.381,39.294,13566.314,0.046,0.042,0.017,0.007,0.042,0.454,0.053,0.05,0.044
1960,4008,15,1114,22280,137641.974,17302.109,0.31,0.119,0.049,0.02,0.713,0.014,0.859,407964.838,354817.724,-4580.946,70508.061,53811.336,0.197,0.803,NA,NA,NA,NA,0.316,0.436,0.007,0.005,0.214,2.969,40.216,6620.008,0.034,0.026,0.01,0.004,0.013,0.001,0.021,0.035,0.013
1960,4009,15,1232,24640,114421.381,20372.277,0.198,0.074,0.026,0.011,0.591,0.21,0.781,231850.31,289519.645,-3926.627,60842.91,69052.053,0.33,0.67,NA,NA,NA,NA,0.116,0.191,0.004,0.006,0.137,4.087,44.912,7455.401,0.046,0.025,0.017,0.007,0.026,0.431,0.036,0.044,0.025
1960,4010,15,734,14680,74487.663,16389.25,0.11,0.014,0.005,0.002,0.464,0.778,0.696,111055.86,214399.744,0,56544.234,69955.956,0.312,0.688,NA,NA,NA,NA,0.263,0.643,0.025,0.004,0.187,4.193,36.492,3079.172,0.032,0.03,0.012,0.005,0.021,0.417,0.028,0.033,0.017
1960,6097,15,957,19140,70208.869,17955.826,0.191,0.08,0.028,0.011,0.549,0.226,0.739,155133.559,160681.015,0,54429.529,51076.666,0.326,0.674,NA,NA,NA,NA,0.189,0.458,0.015,0.004,0.06,4.3,40.698,2379.329,0.028,0.022,0.017,0.007,0.014,0.407,0.02,0.028,0.02
1970,NA,23,1440,72000,106482.736,51575.31,0.16,0.065,0.026,0.011,0.482,0.088,0.671,166852.896,245410.108,-1795.842,49182.593,53000.169,0.658,0.342,101,NA,NA,NA,0.21,0.987,0.008,0,0.19,3.301,47.672,3551.267,0.025,0.01,0.004,0.002,0.017,0.003,0.021,0.019,0.017
1970,NA,23,1505,75250,148380.318,65285.962,0.207,0.084,0.034,0.014,0.524,0.064,0.722,219900.392,333545.067,-1360.905,58105.314,68814.618,0.555,0.445,201,NA,NA,NA,0.257,0.995,0.003,0,0.241,3.09,49.154,2516.13,0.009,0.004,0.001,0.001,0.008,0.001,0.01,0.007,0.009
1970,NA,99,2162,108100,131891.703,67584.472,0.19,0.077,0.031,0.013,0.493,0.088,0.686,203883.652,279147.842,0,55261.212,63549.928,0.628,0.372,202,NA,NA,NA,0.22,0.999,0.001,0,0.219,3.12,48.909,683.514,0.004,0.001,0.001,0,0.003,0,0.003,0.003,0.008
