year,puma,statefip,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,cntygp97,cntygp98,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
1990,5500,12,483,8238,505647.976,218223.674,0.219,0.092,0.039,0.016,0.528,0.085,0.706,729680.01,1086414.079,16463.523,68752.347,143113.367,0.802,0.198,NA,NA,0.446,0.356,0.199,0.977,0.019,0.002,0.269,2.255,59.611,21970.537,0.016,0.007,0.003,0.001,0.016,0.004,0.024,0.013,0.016
1990,5501,36,552,11825.333,575910.187,140860.115,0.257,0.109,0.046,0.019,0.611,-0.037,0.799,857457.798,1613595.797,-28638.71,81741.592,101237.63,0.192,0.808,NA,NA,0.085,0.107,0.197,0.786,0.085,0.058,0.388,2.455,49.109,64199.714,0.004,0.002,0.001,0,0.011,0.004,0.009,0.003,0.02
1990,5501,48,280,5229,71831.215,19282.779,0.217,0.072,0.03,0.013,0.589,0.291,0.78,124859.038,167552.234,-4881.589,39532.148,33709.571,0.463,0.537,NA,NA,0.261,0.201,0.064,0.389,0.218,0.389,0.371,3.429,49.143,5666.426,0.051,0.052,0.022,0.009,0.033,0.474,0.038,0.059,0.027
1990,5502,36,378,7779.333,365838.631,62163.492,0.256,0.109,0.046,0.019,0.626,0.003,0.809,540266.355,917994.334,-6527.321,76736.272,102503.165,0.244,0.756,NA,NA,0.096,0.148,0.257,0.69,0.021,0.101,0.434,2.484,50.167,26153.022,0.033,0.013,0.005,0.002,0.026,0,0.039,0.023,0.009
1990,5502,48,304,5707.333,55758.941,24889.392,0.095,0.007,0.003,0.001,0.472,0.832,0.692,84084.994,157928.431,-2424.634,38211.648,33446.306,0.515,0.485,NA,NA,0.285,0.23,0.049,0.299,0.513,0.181,0.48,3.516,48.974,1129.824,0.012,0.02,0.008,0.003,0.008,0.352,0.008,0.019,0.008
1990,5503,36,374,8047.667,451761.35,80322.392,0.235,0.099,0.042,0.018,0.593,0.006,0.78,566400.451,1096269.437,-5753.291,85387.918,118755.725,0.315,0.685,NA,NA,0.135,0.179,0.262,0.559,0.184,0.166,0.374,2.837,50.858,53201.019,0.063,0.026,0.011,0.005,0.052,0.001,0.068,0.05,0.019
1990,5503,48,367,7137.667,188806.131,39147.861,0.279,0.118,0.05,0.021,0.63,0.022,0.835,696896.254,418039.56,-5116.15,65736.995,66294.418,0.408,0.592,NA,NA,0.238,0.17,0.251,0.763,0.09,0.131,0.349,2.559,47.237,10631.61,0.024,0.01,0.004,0.002,0.021,0.001,0.024,0.019,0.008
1990,5504,36,331,6629,311586.042,35631.574,0.249,0.104,0.044,0.019,0.63,-0.014,0.824,497568.378,806077.149,-8020.263,70054.813,94901.241,0.236,0.764,NA,NA,0.067,0.169,0.233,0.435,0.127,0.193,0.335,2.943,47.411,22952.443,0.057,0.026,0.011,0.005,0.031,0.001,0.042,0.046,0.011
1990,5504,48,416,9027.667,471555.472,37381.444,0.285,0.121,0.051,0.022,0.674,0.012,0.84,1881925.99,1748798.635,-4877.31,101231.257,148293.298,0.26,0.74,NA,NA,0.084,0.176,0.582,0.853,0.053,0.07,0.406,1.909,44.457,113786.549,0.018,0.008,0.003,0.001,0.039,0.002,0.033,0.014,0.021
1990,5505,36,577,10194.333,566632.551,195088.024,0.227,0.096,0.04,0.017,0.546,0.023,0.733,709148.018,1276219.294,0,77833.367,177139.148,0.404,0.596,NA,NA,0.2,0.204,0.139,0.893,0.01,0.061,0.364,2.601,52.414,36766.753,0.023,0.01,0.004,0.002,0.031,0.002,0.037,0.018,0.012
1990,5505,48,333,6832,284059.733,48647.72,0.276,0.116,0.049,0.021,0.656,0.017,0.839,1068677.983,687433.848,-4869.296,75207.181,111320.781,0.415,0.585,NA,NA,0.14,0.276,0.318,0.766,0.069,0.132,0.3,2.748,44.156,15849.645,0.011,0.005,0.002,0.001,0.017,0.001,0.017,0.009,0.011
1990,5506,36,424,8264.667,475404.152,172388.801,0.232,0.098,0.041,0.018,0.556,0.049,0.744,874381.852,1084599.966,0,84924.347,140120.656,0.352,0.648,NA,NA,0.131,0.222,0.408,0.894,0.012,0.019,0.413,2.052,54.425,22250.81,0.012,0.005,0.002,0.001,0.014,0.002,0.016,0.009,0.013
1990,5506,48,360,6605.667,190485.864,49482.754,0.268,0.104,0.044,0.018,0.659,0.165,0.812,328638.226,419804.45,0,63366.178,64316.054,0.529,0.471,NA,NA,0.221,0.309,0.219,0.592,0.286,0.094,0.369,2.575,48.083,14210.218,0.046,0.046,0.019,0.008,0.029,0.35,0.038,0.054,0.029
1990,5507,36,732,13605.667,692892.996,275804.216,0.225,0.095,0.04,0.017,0.538,0.041,0.713,760950.274,1505833.609,0,90926.446,206896.199,0.461,0.539,NA,NA,0.162,0.299,0.324,0.742,0.045,0.038,0.335,2.697,51.623,54704.248,0.013,0.006,0.002,0.001,0.019,0.003,0.022,0.01,0.012
1990,5507,48,454,8962.333,261530.096,38353.758,0.295,0.124,0.053,0.022,0.688,0.016,0.849,613076.281,598412.975,-5207.057,74567.87,80845.873,0.36,0.64,NA,NA,0.13,0.23,0.447,0.5,0.403,0.046,0.412,2.278,46.075,21612.817,0.013,0.006,0.002,0.001,0.024,0.001,0.026,0.01,0.01
1990,5508,36,506,11405.333,542855.601,348307.926,0.215,0.091,0.038,0.016,0.516,0.058,0.687,638942.686,1232027.991,1493.133,83811.554,148719.144,0.342,0.658,NA,NA,0.106,0.236,0.308,0.792,0.093,0.032,0.267,3.324,52.405,33445.196,0.012,0.005,0.002,0.001,0.018,0.004,0.017,0.009,0.02
1990,5508,48,388,7198.333,122724.623,58002.802,0.242,0.102,0.043,0.018,0.557,0.086,0.73,217290.185,232141.829,0,66211.449,64389.688,0.725,0.275,NA,NA,0.169,0.556,0.247,0.26,0.68,0.049,0.379,3.242,48.526,4446.362,0.035,0.015,0.006,0.003,0.017,0.003,0.021,0.028,0.027
1990,5509,36,328,6717.667,458404.268,173060.912,0.212,0.088,0.037,0.016,0.538,0.033,0.724,471736.333,999798.053,-5113.757,79652.274,151685.812,0.425,0.575,NA,NA,0.165,0.261,0.247,0.829,0.034,0.073,0.369,2.777,51.47,43567.621,0.062,0.029,0.012,0.005,0.053,0.004,0.073,0.055,0.031
1990,5509,48,332,6925.333,347811.449,47598.586,0.274,0.116,0.049,0.021,0.656,0.011,0.822,612968.398,949455.346,-5498.062,84854.021,94306.874,0.436,0.564,NA,NA,0.113,0.323,0.431,0.681,0.232,0.048,0.352,2.551,46.25,28270.09,0.01,0.004,0.002,0.001,0.022,0.001,0.016,0.008,0.012
1990,5510,36,277,6015.333,570199.905,332304.215,0.202,0.086,0.036,0.015,0.495,0.086,0.666,584621.599,1211027.313,7304.27,96667.411,254524.99,0.689,0.311,NA,NA,0.215,0.474,0.148,0.736,0.166,0.043,0.3,3.112,51.383,38656.196,0.036,0.014,0.006,0.003,0.04,0.006,0.047,0.026,0.027
1990,5510,48,364,7837.667,203141.755,37624.459,0.272,0.117,0.049,0.021,0.648,0.021,0.825,390128.072,472946.865,-5614.689,86426.84,59670.052,0.35,0.65,NA,NA,0.032,0.318,0.429,0.72,0.126,0.06,0.324,2.657,39.519,5625.502,0.021,0.004,0.002,0.001,0.01,0.001,0.011,0.007,0.008
1990,5511,36,382,6652.333,877823.623,507238.17,0.205,0.087,0.037,0.015,0.488,0.103,0.642,863563.563,1775061.016,28565.043,109828.625,334771.633,0.678,0.322,NA,NA,0.253,0.424,0.382,0.893,0.013,0.013,0.338,2.594,52.065,65689.348,0.012,0.005,0.002,0.001,0.023,0.008,0.022,0.009,0.016
1990,5511,48,356,7303.333,201818.489,49699.775,0.227,0.095,0.04,0.017,0.572,0.04,0.771,441579.485,419614.348,-4102.032,84958.498,85281.25,0.523,0.477,NA,NA,0.089,0.435,0.365,0.733,0.169,0.062,0.284,2.826,42.888,14449.039,0.035,0.016,0.007,0.003,0.031,0.003,0.045,0.038,0.021
1990,5512,36,461,10362.333,370710.199,120248.646,0.227,0.096,0.041,0.017,0.554,0.027,0.746,425345.92,826837.037,-4453.367,84033.238,150879.539,0.495,0.505,NA,NA,0.153,0.342,0.187,0.093,0.813,0.054,0.44,3.215,51.861,29532.221,0.036,0.015,0.006,0.003,0.041,0.002,0.047,0.027,0.02
1990,5512,48,299,5628,140476.463,27431.349,0.28,0.119,0.05,0.021,0.653,0.015,0.833,286566.56,317528.731,-5678.076,55806.152,45559.804,0.486,0.514,NA,NA,0.216,0.27,0.147,0.572,0.217,0.197,0.311,3,46.829,6996.92,0.026,0.01,0.004,0.002,0.018,0.001,0.025,0.027,0.013
1990,5513,36,467,9594.667,533635.684,314042.289,0.191,0.081,0.034,0.014,0.47,0.108,0.638,510888.223,936977.031,8441.712,98191.086,248093.855,0.718,0.282,NA,NA,0.19,0.528,0.24,0.495,0.418,0.036,0.347,3.167,52.615,40308.122,0.037,0.016,0.007,0.003,0.043,0.009,0.045,0.028,0.031
1990,5513,48,341,6829.667,347733.285,87210.041,0.279,0.118,0.05,0.021,0.656,0.036,0.82,738109.969,938841.805,928.239,108537.47,109729.749,0.539,0.461,NA,NA,0.093,0.446,0.487,0.765,0.132,0.05,0.282,2.845,43.299,43917.664,0.019,0.008,0.003,0.001,0.036,0.005,0.032,0.014,0.016
1990,5514,36,248,5859,260425.23,30367.45,0.283,0.12,0.05,0.021,0.672,0.008,0.839,506535.679,614180.178,-2236.586,70073.384,107867.366,0.332,0.668,NA,NA,0.127,0.205,0.19,0.629,0.323,0.044,0.472,2.742,52.556,12899.004,0.011,0.005,0.002,0.001,0.014,0,0.016,0.009,0.009
1990,5514,48,291,5600,81335.451,29883.745,0.138,0.052,0.022,0.009,0.503,0.159,0.728,129225.743,213927.337,-6232.865,51234.305,43189.444,0.489,0.511,NA,NA,0.198,0.291,0.1,0.478,0.388,0.127,0.361,3.031,44.653,2725.698,0.025,0.025,0.011,0.004,0.016,0.36,0.019,0.025,0.013
1990,5515,48,352,7809.667,178552.204,18862.858,0.311,0.131,0.055,0.023,0.707,0.009,0.876,651088.007,398933.744,-6162.454,74945.306,50782.028,0.263,0.737,NA,NA,0.062,0.201,0.44,0.673,0.165,0.099,0.395,2.321,41.188,20731.748,0.033,0.014,0.006,0.003,0.029,0.001,0.043,0.026,0.011
1990,5600,6,1960,31626.333,168367.999,18295.233,0.236,0.094,0.039,0.016,0.611,0.147,0.808,271957.401,423837.293,-5845.91,56206.076,107198.216,0.355,0.645,NA,NA,0.121,0.234,0.056,0.279,0.148,0.553,0.328,4.294,44.923,12503.219,0.051,0.035,0.017,0.007,0.031,0.373,0.045,0.048,0.02
1990,5600,34,2696,40927.5,264427.911,124612.711,0.212,0.09,0.038,0.016,0.513,0.078,0.708,418590.008,530572.944,0,69959.625,128021.299,0.708,0.292,NA,NA,0.359,0.349,0.154,0.764,0.159,0.055,0.362,3.188,50.449,8317.516,0.018,0.007,0.003,0.001,0.016,0.003,0.02,0.012,0.017
1990,5600,48,3978,56528,204412.718,63471.779,0.249,0.105,0.044,0.019,0.597,0.054,0.776,388167.488,457278.761,0,59407.154,78546.992,0.72,0.28,NA,NA,0.378,0.343,0.156,0.822,0.148,0.022,0.279,2.701,49.931,3164.855,0.01,0.005,0.002,0.001,0.006,0.001,0.008,0.009,0.013
1990,5600,12,619,10624,707101,275559.444,0.234,0.099,0.042,0.018,0.553,0.055,0.738,2065606.011,2215753.169,11027.119,96042.555,243910.129,0.705,0.295,NA,NA,0.315,0.39,0.333,0.939,0.04,0.018,0.27,2.459,53.908,127828.757,0.016,0.007,0.003,0.001,0.037,0.009,0.029,0.012,0.037
1990,5601,36,519,6125,1580186.279,1497736.706,0.2,0.085,0.036,0.015,0.474,0.136,0.597,4216182.59,7556470.681,41780.209,191523.651,704058.842,0.757,0.243,NA,NA,0.265,0.492,0.628,0.944,0.021,0.008,0.304,2.684,53.432,637300.396,0.007,0.003,0.001,0.001,0.017,0.025,0.013,0.006,0.035
1990,5602,36,378,6064.333,1150147.315,740935.527,0.201,0.085,0.036,0.015,0.475,0.138,0.61,1977882.179,2529551.973,46901.461,126525.14,433910.009,0.798,0.202,NA,NA,0.321,0.477,0.37,0.894,0.066,0.008,0.27,3.024,54.217,136981.114,0.005,0.002,0.001,0,0.012,0.013,0.009,0.004,0.038
1990,5603,36,388,6237,1085085.663,616339.653,0.205,0.086,0.036,0.015,0.484,0.128,0.629,2136150.397,2643964.825,40362.123,126074.38,425456.989,0.813,0.187,NA,NA,0.334,0.479,0.34,0.923,0.039,0.01,0.309,2.869,53.691,160297.901,0.008,0.004,0.001,0.001,0.02,0.017,0.015,0.006,0.043
1990,5604,36,323,5579,1033050.516,654258.376,0.195,0.082,0.035,0.015,0.462,0.15,0.588,884282.995,1837252.063,60012.915,114448.125,363655.357,0.86,0.14,NA,NA,0.311,0.549,0.359,0.91,0.062,0.006,0.291,2.861,53.071,62927.853,0.006,0.002,0.001,0,0.013,0.008,0.011,0.005,0.018
1990,5605,36,349,6479.667,1145186.228,659988.209,0.211,0.089,0.038,0.016,0.499,0.102,0.651,3088627.641,3486170.43,26147.717,142312.169,450363.293,0.705,0.295,NA,NA,0.239,0.466,0.484,0.943,0.037,0.009,0.321,2.745,52.983,287342.571,0.01,0.004,0.002,0.001,0.025,0.022,0.019,0.008,0.043
1990,5606,36,350,5791.333,1036632.722,604702.587,0.199,0.084,0.035,0.015,0.471,0.14,0.605,1171468.667,2179682.413,59651.88,133053.335,403305.235,0.826,0.174,NA,NA,0.276,0.55,0.486,0.966,0.023,0,0.291,2.911,51.954,96537.597,0.004,0.002,0.001,0,0.008,0.013,0.007,0.003,0.027
1990,5607,36,350,6505.333,402856.537,213691.534,0.205,0.088,0.037,0.016,0.509,0.062,0.701,468470.758,794906.261,0,93046.676,197571.941,0.595,0.405,NA,NA,0.131,0.465,0.26,0.48,0.46,0.051,0.429,3.3,50.211,20993.605,0.043,0.014,0.006,0.003,0.029,0.004,0.036,0.026,0.022
1990,5608,36,376,6167,870909.517,510736.766,0.196,0.083,0.035,0.015,0.466,0.144,0.604,854805.75,1618473.39,117637.528,128402.995,335098.004,0.882,0.118,NA,NA,0.264,0.618,0.324,0.968,0,0.005,0.231,3.154,50.755,47947.564,0.013,0.005,0.002,0.001,0.022,0.008,0.022,0.01,0.021
1990,5609,36,350,5495,1138399.159,716942.111,0.193,0.082,0.034,0.015,0.457,0.169,0.573,1228833.668,2198648.523,208462.911,130267.086,424787.314,0.909,0.091,NA,NA,0.313,0.596,0.414,0.971,0.006,0.006,0.271,2.983,51.557,93361.33,0.004,0.002,0.001,0,0.008,0.011,0.007,0.003,0.032
1990,5610,36,464,6696.667,1395917.367,1040298.321,0.206,0.087,0.037,0.016,0.488,0.115,0.625,3457571.994,5199413.674,39190.045,162057.742,593890.794,0.728,0.272,NA,NA,0.257,0.471,0.496,0.955,0.015,0.004,0.261,3.127,52.278,484565.764,0.009,0.004,0.002,0.001,0.022,0.025,0.017,0.007,0.039
1990,5611,36,367,5684,1117670.764,686293.338,0.193,0.081,0.034,0.015,0.456,0.163,0.579,1608166.412,2146428.671,183115.835,134307.141,397932.896,0.897,0.103,NA,NA,0.329,0.569,0.36,0.956,0.003,0.011,0.237,2.973,52.433,90749.427,0.005,0.002,0.001,0,0.011,0.011,0.009,0.004,0.028
1990,5612,36,344,5413.333,1022205.261,621516.023,0.195,0.082,0.035,0.015,0.462,0.156,0.589,1053012.841,1840864.958,153862.363,129386.356,387701.204,0.9,0.1,NA,NA,0.26,0.64,0.358,0.977,0.009,0,0.23,3.174,51.544,69481.013,0.004,0.002,0.001,0,0.01,0.01,0.007,0.003,0.024
1990,5700,6,2279,40308.167,220767.787,53005.777,0.22,0.092,0.039,0.016,0.55,0.024,0.756,325971.89,512606.536,-4571.1,66905.302,148264.912,0.472,0.528,NA,NA,0.121,0.351,0.08,0.404,0.093,0.487,0.303,4.502,44.452,12642.5,0.031,0.015,0.006,0.003,0.027,0.001,0.034,0.027,0.018
1990,5700,48,2836,44948.5,193917.275,55013.734,0.263,0.111,0.047,0.02,0.633,0.041,0.801,371883.442,441485.837,-3546.234,57391.641,70958.23,0.632,0.368,NA,NA,0.319,0.313,0.185,0.833,0.122,0.037,0.301,2.685,48.406,4938.7,0.019,0.008,0.004,0.001,0.01,0.001,0.013,0.018,0.014
1990,5700,36,300,5350.333,571145.279,300299.077,0.204,0.086,0.036,0.015,0.485,0.119,0.66,1068354.089,1035497.435,29907.82,102744.546,258119.966,0.795,0.205,NA,NA,0.225,0.57,0.243,0.8,0.163,0.01,0.327,3.07,48.967,28740.721,0.014,0.006,0.003,0.001,0.029,0.006,0.029,0.011,0.016
1990,5800,6,1678,26932.833,238529.296,30654.291,0.252,0.106,0.045,0.019,0.618,0.016,0.802,362615.846,588007.675,-4853.087,66255.227,136046.943,0.401,0.599,NA,NA,0.115,0.286,0.119,0.674,0.007,0.201,0.277,4.042,44.775,12949.165,0.027,0.012,0.005,0.002,0.022,0.001,0.031,0.023,0.013
1990,5800,48,3170,42462.5,194268.794,70194.578,0.23,0.097,0.041,0.017,0.562,0.067,0.742,322048.381,442703.225,4013.316,47972.394,70645.38,0.797,0.203,NA,NA,0.542,0.255,0.108,0.82,0.158,0.011,0.299,2.561,54.189,6017.851,0.018,0.009,0.004,0.002,0.014,0.002,0.018,0.017,0.019
1990,5800,36,328,5357.333,654379.854,356709.893,0.202,0.085,0.036,0.015,0.481,0.115,0.637,594124.089,1113656.042,24879.807,100379.815,260435.014,0.787,0.213,NA,NA,0.234,0.553,0.223,0.96,0.024,0.009,0.265,2.954,50.348,37712.578,0.016,0.007,0.003,0.001,0.03,0.007,0.029,0.012,0.02
1990,5801,48,373,5686.333,237339.422,84835.148,0.246,0.104,0.044,0.019,0.604,0.067,0.768,387848.892,497762.512,4671.809,90735.391,106021.57,0.689,0.311,NA,NA,0.199,0.49,0.311,0.705,0.118,0.147,0.252,3.083,45.035,14071.721,0.044,0.018,0.008,0.003,0.023,0.004,0.031,0.037,0.027
1990,5802,48,299,5530,352117.933,166149.704,0.234,0.099,0.042,0.018,0.544,0.087,0.76,1572057.887,689387.614,21006.229,122904.081,177158.016,0.776,0.224,NA,NA,0.086,0.689,0.599,0.732,0.137,0.03,0.181,3.147,42.589,19400.03,0.019,0.008,0.003,0.001,0.023,0.004,0.028,0.015,0.016
1990,5803,48,332,6477.333,190358.546,52313.8,0.278,0.119,0.05,0.021,0.648,0.05,0.813,432894.094,393528.121,0,74731.779,69878.578,0.641,0.359,NA,NA,0.16,0.481,0.217,0.711,0.142,0.102,0.289,3.226,42.849,5663.163,0.006,0.005,0.002,0.001,0.01,0.001,0.011,0.009,0.005
1990,5804,48,328,6680.333,399274.298,75780.181,0.269,0.114,0.048,0.02,0.636,0.029,0.811,945554.695,1070328.005,0,118620.585,135591.798,0.534,0.466,NA,NA,0.058,0.476,0.521,0.829,0.091,0.034,0.247,2.713,42.131,47564.849,0.015,0.006,0.003,0.001,0.032,0.004,0.027,0.012,0.018
1990,5805,48,320,6290.667,320396.702,117925.618,0.239,0.101,0.043,0.018,0.564,0.081,0.746,595413.545,696310.975,18077.359,117554.145,163280.952,0.727,0.273,NA,NA,0.063,0.664,0.462,0.887,0.053,0.034,0.153,3.125,41.169,9068.746,0.009,0.004,0.002,0.001,0.011,0.002,0.015,0.007,0.007
1990,5806,48,301,6052.667,137693.431,67711.238,0.167,0.071,0.03,0.013,0.458,0.096,0.663,225127.844,329851.612,5645.871,91837.379,88386.047,0.646,0.354,NA,NA,0.043,0.603,0.395,0.85,0.053,0.04,0.206,2.95,39.458,2705.608,0.014,0.006,0.002,0.001,0.011,0.002,0.013,0.023,0.013
1990,5807,48,335,5996.667,545551.226,147123.064,0.251,0.106,0.045,0.019,0.591,0.049,0.78,1916113.147,1383642.557,17138.044,125897.85,244622.743,0.684,0.316,NA,NA,0.172,0.511,0.567,0.904,0.036,0.027,0.257,2.791,46.125,93233.674,0.021,0.009,0.004,0.002,0.041,0.008,0.039,0.016,0.032
1990,5808,48,330,6346.667,289169.345,93298.039,0.247,0.106,0.045,0.019,0.602,0.057,0.774,467810.932,657817.574,7637.158,98279.102,112153.834,0.606,0.394,NA,NA,0.12,0.485,0.412,0.845,0.045,0.064,0.303,2.655,43.424,14202.2,0.033,0.01,0.004,0.002,0.018,0.003,0.026,0.018,0.018
1990,5809,48,434,8194.667,365785.84,114853.877,0.254,0.107,0.045,0.019,0.599,0.061,0.783,840770.035,822684.308,14695.553,109859.331,157699.798,0.741,0.259,NA,NA,0.124,0.617,0.394,0.926,0.037,0.021,0.228,3.012,42.707,22252.431,0.011,0.005,0.002,0.001,0.021,0.004,0.016,0.008,0.013
1990,5810,48,455,9403.333,136809.908,53690.999,0.223,0.087,0.037,0.015,0.569,0.188,0.733,209475.158,279503.852,6564.969,71668.101,66223.943,0.617,0.383,NA,NA,0.198,0.419,0.136,0.807,0.143,0.042,0.189,3.255,43.49,9707.497,0.046,0.039,0.016,0.007,0.032,0.325,0.043,0.05,0.035
1990,5811,48,592,8971.667,296081.733,93089.587,0.251,0.106,0.045,0.019,0.587,0.053,0.792,857936.867,600625.593,2631.64,85373.022,124494.904,0.683,0.317,NA,NA,0.195,0.488,0.306,0.882,0.09,0.027,0.265,2.826,47.603,14322.74,0.01,0.004,0.002,0.001,0.018,0.003,0.02,0.007,0.011
1990,5812,48,445,5863.667,197077.974,62392.448,0.232,0.098,0.041,0.018,0.564,0.062,0.767,559110.64,435568.547,2561.297,65030.471,76976.53,0.773,0.227,NA,NA,0.415,0.358,0.121,0.924,0.063,0.007,0.231,2.903,48.479,7114.039,0.021,0.009,0.004,0.002,0.016,0.002,0.022,0.019,0.015
1990,5900,6,2198,36474.333,275935.32,103668.92,0.234,0.098,0.041,0.017,0.575,0.045,0.764,521040.132,581149.867,-2179.184,80338.842,175449.742,0.57,0.43,NA,NA,0.099,0.47,0.218,0.621,0.146,0.172,0.303,3.647,44.219,11528.627,0.033,0.016,0.007,0.003,0.019,0.002,0.025,0.03,0.02
1990,5900,48,2315,43647.5,217558.298,56907.072,0.269,0.114,0.048,0.02,0.637,0.039,0.811,497949.319,479265.037,0,65010.117,69388.172,0.602,0.398,NA,NA,0.279,0.323,0.266,0.614,0.352,0.016,0.358,2.632,49.481,6333.526,0.01,0.004,0.002,0.001,0.011,0.001,0.012,0.007,0.009
1990,5900,36,425,5973.333,1052308.482,604815.54,0.198,0.084,0.035,0.015,0.468,0.154,0.598,1361189.907,2190621.829,81492.625,142226.232,406084.294,0.871,0.129,NA,NA,0.175,0.696,0.398,0.981,0.005,0,0.212,3.174,50.045,92873.911,0.007,0.003,0.001,0.001,0.015,0.013,0.012,0.005,0.036
1990,6000,6,2038,32589.5,497404.971,283746.335,0.184,0.077,0.032,0.014,0.458,0.113,0.62,407436.326,870268.506,22540.231,96730,278576.514,0.784,0.216,NA,NA,0.146,0.639,0.268,0.477,0.187,0.136,0.257,3.478,50.162,45970.538,0.048,0.022,0.009,0.004,0.055,0.012,0.06,0.04,0.043
1990,6000,48,2383,39852.5,204133.073,76475.045,0.218,0.09,0.038,0.016,0.55,0.065,0.733,298169.93,456852.004,1680.832,61116.945,65257.602,0.717,0.283,NA,NA,0.423,0.294,0.184,0.765,0.196,0.023,0.298,2.73,51.624,10388.396,0.037,0.022,0.009,0.004,0.024,0.004,0.032,0.036,0.028
1990,6000,36,264,4209.333,429155.649,246647.763,0.183,0.077,0.034,0.016,0.458,0.22,0.619,339735.537,759198.825,20236.343,103051.019,216324.596,0.789,0.211,NA,NA,0.143,0.646,0.148,0.758,0.121,0.102,0.28,3.663,46.519,40108.35,0.054,0.024,0.005,0.003,0.057,0.277,0.065,0.043,0.05
1990,6001,48,459,7702.333,212524.262,75438.557,0.205,0.083,0.036,0.017,0.534,0.187,0.715,265161.49,478418.696,1570.051,62401.17,71251.018,0.728,0.272,NA,NA,0.449,0.278,0.15,0.778,0.185,0.022,0.285,2.725,51.73,17652.876,0.053,0.031,0.01,0.002,0.039,0.324,0.052,0.061,0.037
1990,6002,48,440,7317.333,206039.15,80796.536,0.236,0.099,0.042,0.018,0.552,0.074,0.743,363329.042,389780.262,5833.697,66465.489,75563.581,0.782,0.218,NA,NA,0.395,0.387,0.141,0.923,0.07,0.005,0.25,2.843,49.552,4283.961,0.008,0.004,0.002,0.001,0.009,0.002,0.01,0.007,0.014
1990,6100,6,1827,36333.667,234793.94,37477.307,0.249,0.105,0.044,0.019,0.609,0.021,0.794,352553.019,588611.202,-4244.36,70776.224,132385.023,0.37,0.63,NA,NA,0.066,0.304,0.241,0.197,0.556,0.218,0.404,3.199,44.428,13232.486,0.026,0.011,0.005,0.002,0.023,0.001,0.034,0.023,0.014
1990,6100,48,2728,43581.333,201193.326,79759.512,0.223,0.093,0.039,0.017,0.543,0.073,0.735,382158.409,437716.492,5212.181,60462.998,78110.625,0.767,0.233,NA,NA,0.422,0.345,0.148,0.905,0.073,0.017,0.255,2.759,49.849,4678.545,0.019,0.011,0.005,0.002,0.011,0.002,0.014,0.02,0.019
1990,6101,36,333,5357.333,721762.105,415780.863,0.196,0.083,0.035,0.015,0.472,0.131,0.618,580300.335,1305731.972,53298.877,119032.213,273469.834,0.788,0.212,NA,NA,0.132,0.656,0.297,0.97,0.015,0.009,0.24,3.198,47.285,50709.732,0.026,0.011,0.005,0.002,0.039,0.01,0.043,0.02,0.031
1990,6102,36,329,5565,768229.85,373996.745,0.214,0.09,0.038,0.016,0.505,0.103,0.682,2297426.086,1840193.647,20339.264,120276.012,326899.677,0.792,0.208,NA,NA,0.231,0.561,0.304,0.948,0.03,0.009,0.255,3.064,48.666,62420.21,0.009,0.004,0.002,0.001,0.02,0.008,0.016,0.007,0.036
1990,6200,6,3227,65247.333,733154.004,207452.714,0.239,0.101,0.043,0.018,0.565,0.038,0.747,1976815.466,2150865.096,9431.239,113856.627,318127.889,0.403,0.597,NA,NA,0.098,0.305,0.512,0.813,0.111,0.022,0.391,2.038,49.751,129890.905,0.011,0.005,0.002,0.001,0.025,0.007,0.02,0.008,0.029
1990,6200,48,4344,61053.833,270364.794,86729.325,0.253,0.107,0.045,0.019,0.597,0.057,0.779,585298.303,578071.992,6362.719,78309.17,106460.679,0.724,0.276,NA,NA,0.275,0.448,0.247,0.933,0.033,0.026,0.236,2.857,47.917,7199.071,0.006,0.002,0.001,0,0.011,0.002,0.011,0.004,0.008
1990,6200,36,311,5299,907122.637,435830.997,0.211,0.089,0.038,0.016,0.499,0.116,0.656,1621830.296,1893004.515,52286.037,130503.413,375308.088,0.83,0.17,NA,NA,0.213,0.618,0.46,0.968,0.01,0.003,0.251,2.929,49.196,109252.347,0.011,0.005,0.002,0.001,0.024,0.014,0.02,0.009,0.04
1990,6300,6,2945,50615.5,617618.435,158418.034,0.246,0.104,0.044,0.018,0.581,0.025,0.764,1341268.771,1692030.741,0,95453.321,287188.713,0.464,0.536,NA,NA,0.127,0.337,0.488,0.673,0.162,0.088,0.397,2.586,48.009,78689.735,0.009,0.004,0.002,0.001,0.021,0.003,0.017,0.007,0.024
1990,6300,48,712,7805,234965.339,71047.602,0.258,0.11,0.046,0.02,0.618,0.057,0.788,502407.019,538610.543,5603.639,55620.178,73322.346,0.724,0.276,NA,NA,0.395,0.33,0.178,0.781,0.184,0.028,0.334,2.67,53.678,7845.618,0.009,0.004,0.002,0.001,0.012,0.002,0.016,0.007,0.01
